"smiles","drug_label"
"CO[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O","Alpha-L-1-Methyl-Fucose (DB04091)"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSS","Coenzyme a Persulfide (DB04036)"
"O[N](=O)C1=CC(=C(C=C1N(CCBr)CCBr)C(=O)NCC(=O)C=O)[N](O)=O","2,4-Dinitro,5-[Bis(2-Bromoethyl)Amino]-N-(2',3'-Dioxopropyl)Benzamide (DB04138)"
"C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O","Beta-D-Fucose (DB04062)"
"CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC[C@@H]1C[C@H]1CCCCCC","1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol (DB03979)"
"[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2","Indole-3-Glycerol Phosphate (DB04143)"
"COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC","Berberine (DB04115)"
"O[C@H]1NC(=O)NC=C1F","5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine (DB04135)"
"CC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","3-Acetyl Pyridine Adenine Dinucleotide (DB03969)"
"[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=O","Z-Ala Prolinal (DB04033)"
"COC(=O)CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5N6C(=CC7=C(C)C(CCC(=O)OC)=C8C=C1N2[Fe@@]6(N78)N34)C(C)=C5C=C","Dimethyl Propionate Ester Heme (DB04009)"
"CC(=O)N[C@@H](CCC(O)=O)C(O)=O","N-Acetyl-L-Glutamate (DB04075)"
"O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","Beta-D-Arabinofuranose-5'-Phosphate (DB04127)"
"CCCCP(O)(O)=O","Butylphosphonate (DB03999)"
"C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(N)=O","Apstatin (DB04092)"
"CN1C=NC(N)=C2N=CN=C12","3-Methyladenine (DB04104)"
"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","D-Allopyranose (DB03989)"
"CCCCCCCCCCOCO","Decyloxy-Methanol (DB04082)"
"CC[C@H](C(=O)NCC=CC=C(/C)[C@@H](OC)[C@H](C)[C@@H]1O[C@@H](C=CC=CC=C(/C)C(=O)C2=C(O)C=CN(C)C2=O)[C@H](O)[C@H]1O)[C@]1(O)O[C@@H](C=CC=CC)C(C)(C)[C@@H](O)[C@H]1O","Aurodox (DB04124)"
"NC1=NN=C2C(CCC3=CC=CC=C23)=C1","5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine (DB04069)"
"C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","Methylmalonyl-Coenzyme A (DB04045)"
"CC(C(O)=O)C(O)=O","Methylmalonic Acid (DB04183)"
"OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(C(=O)NC(=O)N1)[N+]([O-])=O","5-Nitro-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione (DB04162)"
"OCC[C@@H](O)[C@H](O)COP(O)(O)=O","Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate (DB04087)"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O[P@](O)(=O)OP(O)(O)=O)[C@H]2O)C(=O)N1","Guanosine-5',3'-Tetraphosphate (DB04022)"
"[H][C@]1(CC(=NN1C(C)=O)C1=C(Cl)C=CC=C1)C1=CC=CC(O)=C1","3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol (DB03996)"
"[O-]P=O","Hypophosphite (DB04053)"
"NCCO","Ethanolamine (DB03994)"
"NC1=NC2=C(N[C@@H]3[C@H](N2)O[C@@H](COP(O)(O)=O)C2=C3S[Mo](S)(=O)(=O)S2)C(=O)N1","(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V) (DB03983)"
"N[C@@H](CCCC[NH3+])C(N)=O","2,6-Diamino-Hexanoic Acid Amide (DB03988)"
"COC(=O)C1=C(C)CC(=O)C2=C(O)C3=C(C=C12)C(=O)C1=CC=CC(O)=C1C3=O","Nogalaviketone (DB04064)"
"[H][C@](N)(CC1=CC=CC=C1)C(N)=O","Phenylalanine Amide (DB04029)"
"[Ta]1234567[Br][Ta]1189%10%11[Br][Ta]2112%12%13%14([Ta]33([Br]4)([Br]1)[Ta]821([Br][Ta]5931([Br]%12)([Br]6)[Br]%10)([Br]%13)([Br]%14)[Br]%11)[Br]7","Hexatantalum Dodecabromide (DB04119)"
"CC(=O)N[C@@H](CCC(N)=O)C(O)=O","N-Acetyl-L-Glutamine (DB04167)"
"NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1","Cidofovir (DB00369)"
"CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1","Methsuximide (DB05246)"
"CCOC(=O)N1C=CN(C)C1=S","Carbimazole (DB00389)"
"ClC1=CC2=C(OC(=O)N2)C=C1","Chlorzoxazone (DB00356)"
"CC(C)CC1=CC=CC=C1","Isobutylbenzene (DB04078)"
"O1C=CC2=C1C=CC=C2","Benzofuran (DB04179)"
"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21","Rifabutin (DB00615)"
"CCC1=NC=CC(=C1)C(N)=S","Ethionamide (DB00609)"
"OC(=O)C1=CN=CC=C1","Niacin (DB00627)"
"CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12","9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine (DB04054)"
"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1","Gatifloxacin (DB01044)"
"ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1","N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine (DB04037)"
"COC1=CC=CC(=C1)C1=NC2=C(N1)C=CC=C2C(N)=O","2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide (DB04010)"
"CCCC(CCC)C(N)=O","Valpromide (DB04165)"
"CN1C=NC(C[C@H](N)C(O)=O)=C1","4-Methyl-Histidine (DB04151)"
"O[C@@H](C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)C=CC1=CC=C(N(C)C)C=C1","4-(N,N-Dimethylamino)Cinnamoyl-Coa (DB04117)"
"[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1","Maraviroc (DB04835)"
"C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1","Perhexiline (DB01074)"
"NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C(Br)=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate (DB03962)"
"CO[C@H]1[C@H](OC(=O)c2ccc(C)n2)[C@@H](O)[C@H](OC2=CC=C3C(O)=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2Cl)OC1(C)C","Clorobiocin (DB03966)"
"NC(=N)N[C@H](C1CCCCC1)C(=O)NCC(=O)N1CCC(CC1)c1cc(nn1)C1=CC=CC(Cl)=C1Cl","SP2456 (DB03957)"
"CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC=C(Br)C=C1","Bromo-WR99210 (DB04007)"
"OC(=O)C(C(O)=O)C1=CC=CC=C1","RU78191 (DB04080)"
"C[C@H](NC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)NC(C)=O)C1=CC=C(OCC2CCCCC2)C(=C1)C(N)=O","(4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid (DB04003)"
"[H][C@@]1(C)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)O[C@]([H])(CC)[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C1=O","6-Deoxyerythronolide B (DB04070)"
"OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(N=O)C(=O)NC(=O)N1","5-Nitroso-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione (DB04128)"
"OC[C@@H]1O[C@H](OC2=CC(=CC(=C2)[N+]([O-])=O)C(=O)NC(CN2CCOCC2)CN2CCOCC2)[C@@H](O)[C@H](O)[C@H]1O","N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide (DB04040)"
"NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1","N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Beta-Benzamide (DB04073)"
"NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1","[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine (DB04109)"
"C[C@@H](NC(N)=O)C(O)=O","N-Carbamoyl-Alanine (DB04048)"
"COC1=CC=C(C2=N[C@@H]([C@H](N2C(=O)N2CCNCC2)C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C(OC(C)C)=C1","Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone (DB04144)"
"NC(NO)=N/CCC[NH3+]","Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine (DB04197)"
"C[C@]1(OP(O)(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","Heptulose-2-Phosphate (DB04195)"
"CC(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3NC(C)=O)[C@@H](O)[C@@H]2NC(C)=O)[C@H]1O","Chitotriose (DB04194)"
"N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O","N-(5-Amino-5-Carboxypentyl)Glutamic Acid (DB04207)"
"N[C@@H](CCC(=O)N[C@H](CS[C@H]1[C@H](O)C2=CC=CC=C2C2=CC=CC=C12)C(=O)NCC(O)=O)C(O)=O","(9s,10s)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene (DB04187)"
"OP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O","4-Nitrophenyl Phosphate (DB04214)"
"OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1","[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid (DB04204)"
"[H][C@]12CCCN1C(=O)C1=C2C(NC(=O)NC2=CC=CC=N2)=CC=C1","N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea (DB04186)"
"CC(=[NH2+])C([O-])=O","2-Iminiopropanoate (DB04212)"
"CC1=CN([C@H]2C[C@@H](OP(O)(O)=O)[C@H](COP(O)(O)=O)O2)C(=O)NC1=O","Thymidine-3',5'-Diphosphate (DB04205)"
"O[C@@H](C[C@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12","Inhibitor Bea425 (DB04190)"
"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)c1nnc2c1N=CNC2=O","Formycin B (DB04198)"
"NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)C=N2)C(O)=N1","Pteroic Acid (DB04196)"
"O=C(NCCCC1=CC=CC=C1)NC1CCCCC1","N-Cyclohexyl-N'-(Propyl)Phenyl Urea (DB04213)"
"COC1=C(OC)C=C(CCC(O)=O)C=C1","3-(3,4-Dimethoxyphenyl)Propionic Acid (DB04208)"
"NC1=CC=C(C=C1[Hg])S(N)(=O)=O","3-Mercuri-4-Aminobenzenesulfonamide (DB04203)"
"[H][C@](O)(COC(=O)CCCCC)COP(O)(O)=O","1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate (DB04199)"
"CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2","Dequadin (DB04209)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@]([O-])(=O)OC(=O)[C@H]([NH3+])Cc2cncn2)[C@H](O)[C@H]1O","Histidyl-Adenosine Monophosphate (DB04201)"
"COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C","Skf 107457 (DB04191)"
"N[C@@H](Cc1cnc2ncccc12)C(O)=O","Nz2-Tryptophan (DB04206)"
"[H][C@]1(CC2=CC=C(O)C(OC)=C2)COC(=O)[C@]1([H])CC1=CC=C(O)C(OC)=C1","Matairesinol (DB04200)"
"CCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1","BV1 (DB04210)"
"CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1","ACCLAIM (DB05252)"
"NNC(N)=N","Aminoguanidine (DB02533)"
"CCSC(N)=N","S-Ethylisothiourea (DB02539)"
"CCCNC(=[NH2+])NCCC[C@H](N)C(O)=O","N-Omega-Propyl-L-Arginine (DB02644)"
"CC[C@H](N)CCC(O)=O","4-Amino Hexanoic Acid (DB04235)"
"N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O","Nitroarginine (DB04223)"
"CC(O)C(O)C1CNC2=C(N1)C(=O)N=C(N)N2","Tetrahydrobiopterin (DB00360)"
"CC[Se]C(N)=N","Se-Ethyl-Isoselenourea (DB02589)"
"N[C@H](CC1=CC=CC=C1)C(O)=O","D-Phenylalanine (DB02556)"
"N[C@@H](CN=C(/N)NO)C(O)=O","Dinor-N(Omega)-Hydroxy-L-Arginine (DB02499)"
"N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O","Mimosine (DB01055)"
"NCCCC(O)=O","Gamma(Amino)-Butyric Acid (DB02530)"
"CN[C@H]1[C@H](O)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@@H]([C@@H](C)O)[C@H](O)[C@@H](O)[C@@H]3N)[C@H]2O)OC[C@]1(C)O","G418 (DB04263)"
"[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC3=CC=CC=C3)=C1)N2C","Phenserine (DB04892)"
"NC1=C2CCCCC2=NC2=CC=CC=C12","Tacrine (DB00382)"
"NCC1=CC=C(OC2=CC=C3B(O)OCC3=C2)C=C1","AN2728 (DB05219)"
"CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O","Dyphylline (DB00651)"
"COC1=CC=C(C=C1OC1CCCC1)C(C)=NOC(N)=O","Filaminast (DB02660)"
"CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CNC3=CC=CC=C3C2)[C@@H](CC(C)C)C1=O","(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE (DB04724)"
"OC(=O)C=CC(O)=O","Maleic Acid (DB04299)"
"NC1=NC(O)=C2C[C@@H](CCC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=N1","LY249543 (DB04322)"
"CC[C@@H](C)[C@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O","N-[O-Phosphono-Pyridoxyl]-Isoleucine (DB02635)"
"C[C@@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1","Quinonoid 7,8-Tetrahydrobiopterin (DB02562)"
"CCC(O)(CC)C=CC=C[C@@H](C)[C@H]1CC[C@@H]2C(CCC[C@@]12C)=C/C=C1/C[C@H](O)C[C@@H](O)C1=C","Seocalcitol (DB04258)"
"N[C@@H](C#C)C(O)=O","L-2-amino-3-butynoic acid (DB04217)"
"CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC","Bacitracin (DB00626)"
"OC[C@@H]1O[C@H](NC(=O)NC(=O)C2=CC=CC=C2)[C@@H](O)[C@H](O)[C@H]1O","N-Benzoyl-N'-Beta-D-Glucopyranosyl Urea (DB04295)"
"OS(=O)(=O)C1=CC=C2NC(=O)C(=C3/NC4=CC=CC=C4C3=O)C2=C1","Indirubin-5-Sulphonate (DB02519)"
"O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1","2-Deoxy-Glucose-6-Phosphate (DB02604)"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","Guanosine-5'-Diphosphate (DB04315)"
"OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1","Quercetin (DB04216)"
"O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1","2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One (DB02656)"
"CCOC(=O)C1=C(C)NN=C1C","3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester (DB04271)"
"[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1(O)[C@]([H])(OC)C(=O)CC[C@@]1(C)O","Ovalicin (DB04324)"
"CO[C@@H]1[C@H](CC[C@@](O)(C)C1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)C=CC=CC=CC=CC(O)=O","Fumagillin (DB02640)"
"CC(C)C1NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CSSCC(NC1=O)C(=O)NC(CC1=CC2=CC=CC=C2N1)C(N)=O)NC(=O)C(N)CC1=CC=CC=C1","Vapreotide (DB04894)"
"CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O","N-Alpha-Acetyl-3,5-Diiodotyrosylglycine (DB02598)"
"NC1=NC(=O)N(C=C1)[C@@H]1C[C@H](O[P@@](O)(=O)OC[C@@H]2O[C@H](C[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](CO)O1","2'-Deoxycytidine-2'-Deoxyadenosine-3',5'-Monophosphate (DB02573)"
"CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](OC3=CC=C4C(C)=CC(=O)OC4=C3)O[C@H]2CO)O[C@H]1CO","Methylumbelliferyl Chitotriose (DB04268)"
"OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@@H]1O","2-Deoxy-2fluoro-Glucose (DB04282)"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](COS(=O)(=O)NC(=O)[C@@H]2CCCN2)[C@H](O)[C@H]1O","'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine (DB02510)"
"[H][C@@](CC1=CC=C(OCCN2C3=C(C=CC=C3)C3=C2C=CC=C3)C=C1)(OCC)C(O)=O","(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid (DB04270)"
"NC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O","CB1954 (DB04253)"
"CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1","Licofelone (DB04725)"
"OC1=CC=C(OCC2=CC=CC=C2)C=C1","Monobenzone (DB00600)"
"[H][C@@]12CCN(C[C@@]3([H])CC[C@]4([H])N[C@@]([H])(N)N[C@@]([H])(N)[C@]4([H])C3)[C@@]1([H])CCCC2","6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine (DB02559)"
"COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1","N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine (DB02583)"
"CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)C=CC=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](CC=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1CC=C(C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)C=CC=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O","Ivermectin (DB00602)"
"OCC1=CC=CC(F)=C1F","2,3-Difluorobenzyl Alcohol (DB04312)"
"[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C","Cholic Acid (DB02659)"
"C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1","Talampanel (DB04982)"
"CC1(C)CC(C)(C)CC(C)(N)C1","Neramexane (DB04926)"
"CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12","Ethopropazine (DB00392)"
"NCCCCNCCCNC(=O)CNC(=O)[C@@H](CSSC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(=O)NCCCNCCCCN)NC(=O)CC[C@H](N)C(O)=O","Glutathionylspermidine Disulfide (DB02553)"
"CN(CC(O)=O)C(N)N","(Diaminomethyl-Methyl-Amino)-Acetic Acid (DB02490)"
"C[C@@H](NC(C)=O)C(O)=O","N-Acetylalanine (DB02518)"
"N[C@@H](CSCC(O)=O)C(O)=O","Carbocisteine (DB04339)"
"Cl.NC(CCC(=O)NC(CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)NCC1=CC=CC=C1C(O)=O)C(O)=O","Canfosfamide (DB04972)"
"NC1=C(C=C(NC2=CC=C(NC3=NC(Cl)=NC(NC4=CC=CC=C4S(O)(=O)=O)=N3)C(=C2)S(O)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O","Cibacron Blue (DB02633)"
"C[C@](N)(C(O)=O)C1=CC=C(C=C1)C(O)=O","4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid (DB04256)"
"OCC1=C[C@]2([H])C(=O)[C@]3(C=C(C)[C@H](OC(=O)C(C)=C/C)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@]1([H])C(C)(C)[C@@]21[H]","Ingenol Mebutate (DB05013)"
"Cc1cc2ncnc2cc1C","5,6-Dimethylbenzimidazole (DB02591)"
"[H][C@@](C)(CC[C@]([H])(N)[C@]([H])(C)C(O)=O)C[C@]([H])(C)[C@]([H])(CC1=CC=CC=C1)OC","2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid (DB02506)"
"O[C@@H](CON=C(Cl)C1=C[N+]([O-])=CC=C1)CN1CCCCC1","Arimoclomol (DB05025)"
"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1","Clofibrate (DB00636)"
"C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C","Pentazocine (DB00652)"
"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O","Ularitide (DB05034)"
